Char_Left,Char_Right,Char_All,HwSim_LA,HwSim_RA,HwSim_LR,Cos_LMD,Cos_ST,hw_if_left,cos_if_left,form,nPD,nSememes,POS_first,freq,semefreq_first,concreteness,concreteness_left,concreteness_right,POS_first_left,POS_first_right,isDict
反,倒,反倒,1.0,0.73,1.0,0.5528444483403835,0.6247972462735633,1,0,-1,2,1,adv,147299,1,147299,2405389,2399404,adj,verb,1
反,思,反思,0.5238095238095238,1.0,0.5238095238095238,0.5582863264203708,0.2957065045826488,0,0,-1,7,2,verb,257493,2,257493,2405389,869211,adj,noun,1
反,驳,反驳,0.5238095238095238,1.0,0.5238095238095238,0.615575574454694,0.5829197475791066,0,0,-1,12,1,verb,111914,1,111914,2405389,75092,adj,verb,1
反,转,反转,1.0,0.6,0.73,0.464073499608183,0.4920180980706939,1,1,-1,2,2,verb,46553,2,46553,2405389,5637088,adj,verb,0
反,问,反问,0.5966666666666667,1.0,0.73,0.6563486827861389,0.565616456254775,0,0,-1,2,3,verb,93720,3,93720,2405389,6740338,adj,verb,1
反,手,反手,1.0,0.3103448275862069,0.7654545454545454,0.6069874359355905,0.6442096024131052,1,0,述宾,1,1,adv,52447,1,52447,2405389,13266506,adj,noun,1
反,向,反向,1.0,0.4,0.73,0.4133697229319721,0.5967999038541059,1,1,-1,5,1,adj,58749,1,58749,2405389,16135014,adj,verb,1
反,省,反省,0.3966666666666666,1.0,0.3966666666666666,0.4348460856571567,0.2016049261528812,0,1,-1,4,3,verb,140708,3,140708,2405389,6536068,adj,verb,1
反,光,反光,0.5,1.0,0.4,0.6128124335572513,0.4522321301360075,0,0,述宾,3,2,noun,45503,2,45503,2405389,3038601,adj,adj,1
反,叛,反叛,1.0,0.4666666666666667,0.7241379310344828,0.6442096802525402,0.6160952223081912,1,0,-1,5,3,verb,37824,3,37824,2405389,44226,adj,verb,1
反,制,反制,1.0,0.5,0.5,0.3702028327410577,0.3850830784774154,1,1,-1,2,1,verb,-1,1,-1,2405389,2057042,adj,verb,0
反,锁,反锁,0.4042553191489361,1.0,0.4166666666666667,0.6807872461129635,0.4480949628387506,0,0,-1,1,1,verb,23066,1,23066,2405389,527022,adj,verb,1
反,衬,反衬,0.3333333333333333,1.0,0.4285714285714285,0.6298056851302276,0.5211429590956224,0,0,-1,2,1,verb,9108,1,9108,2405389,129141,adj,verb,1
反,绑,反绑,0.4166666666666667,1.0,0.4166666666666667,0.5723568123300722,0.4361501476276945,0,0,-1,1,1,verb,4907,1,4907,2405389,212253,adj,verb,1
反,照,反照,0.5,1.0,0.73,0.5406578822680388,0.4680790120524682,0,0,-1,2,1,verb,2743,1,2743,2405389,1700910,adj,noun,1
反,铐,反铐,0.4042553191489361,1.0,0.4042553191489361,0.7157401289926201,0.5573886309250571,0,0,-1,1,1,verb,-1,1,-1,2405389,18676,adj,verb,0
发,现,发现,1.0,0.4666666666666667,0.75,0.587953241733592,0.5144046030670212,1,0,联合,10,7,noun,10125489,7,10125489,7143812,2746432,noun,verb,1
发,表,发表,1.0,0.8260869565217391,1.0,0.3740488674922129,0.4525376758569548,1,1,联合,11,7,verb,2860185,7,2860185,7143812,2602315,noun,noun,1
发,行,发行,1.0,0.5,0.6923076923076923,0.4242593886849739,0.4098540627290667,1,1,-1,4,1,verb,1891298,1,1891298,7143812,5478924,noun,adj,1
发,放,发放,1.0,0.8,1.0,0.3797448707713922,0.5377863211664169,1,1,-1,3,1,verb,679256,1,679256,7143812,5784906,noun,verb,1
发,动,发动,1.0,0.6521739130434783,0.6666666666666666,0.5815010754148995,0.4823352719052592,1,0,联合,16,3,verb,853343,3,853343,7143812,3047197,noun,verb,1
发,射,发射,0.84,1.0,1.0,0.5992511591346517,0.5954069477128887,0,0,-1,10,1,verb,602152,1,602152,7143812,1049212,noun,verb,1
发,言,发言,0.536896551724138,1.0,0.7241379310344828,0.5477240772478676,0.5010516289970949,0,0,述宾,5,4,noun,531937,4,531937,7143812,2984423,noun,noun,1
发,售,发售,0.8,1.0,0.8,0.6360379754475349,0.558310051894195,0,0,-1,3,1,verb,205361,1,205361,7143812,1064366,noun,verb,1
发,烧,发烧,0.4285714285714285,1.0,0.8260869565217391,0.6135719469422194,0.4306467945152889,0,0,-1,7,5,verb,-1,5,-1,7143812,1272294,noun,verb,1
发,病,发病,0.4666666666666667,1.0,0.4666666666666667,0.7546781167916073,0.5183323793312591,0,0,-1,1,1,verb,491172,1,491172,7143812,2893603,noun,noun,1
发,掘,发掘,0.6133333333333334,1.0,0.6133333333333334,0.7233955034975164,0.4044309769482211,0,0,-1,9,2,verb,231707,2,231707,7143812,142342,noun,verb,1
发,财,发财,1.0,0.2633333333333333,0.3333333333333333,0.675084457588143,0.5223860071359834,1,0,-1,4,3,verb,129056,3,129056,7143812,860051,noun,noun,1
发,呆,发呆,0.5384615384615384,1.0,0.5862068965517241,0.6992513673140357,0.5077319164351558,0,0,-1,2,1,verb,168124,1,168124,7143812,949165,noun,verb,1
发,愁,发愁,0.5384615384615384,1.0,0.5384615384615384,0.6963905755188503,0.505586196681503,0,0,-1,1,1,verb,77882,1,77882,7143812,378137,noun,verb,1
发,车,发车,1.0,0.2633333333333333,0.7665689655172413,0.629800998582762,0.5401549908341751,1,0,-1,2,2,verb,107816,2,107816,7143812,9131035,noun,verb,1
发,誓,发誓,0.8333333333333334,1.0,0.8333333333333334,0.7581524292237574,0.5259104853850585,0,0,-1,6,1,verb,133495,1,133495,7143812,88940,noun,noun,1
发,火,发火,0.5384615384615384,1.0,0.5384615384615384,0.525605263426737,0.3689111293820577,0,0,述宾,6,7,verb,72916,7,72916,7143812,1683003,noun,adj,1
发,问,发问,0.5675675675675675,1.0,0.5675675675675675,0.6858105344585712,0.5333698894400369,0,0,-1,4,1,verb,52022,1,52022,7143812,6740338,noun,verb,1
发,抖,发抖,0.6923076923076923,1.0,0.6923076923076923,0.7913761280497577,0.5569524365696258,0,0,-1,9,1,verb,85947,1,85947,7143812,312459,noun,verb,1
发,疯,发疯,0.4285714285714285,1.0,0.4285714285714285,0.7167198251429712,0.5502679388774045,0,0,-1,4,1,verb,77922,1,77922,7143812,991998,noun,verb,1
发,怒,发怒,0.5384615384615384,1.0,0.5384615384615384,0.7572658173901764,0.4929044407329748,0,0,-1,4,1,verb,44441,1,44441,7143812,549615,noun,verb,1
发,狂,发狂,0.4285714285714285,1.0,0.4285714285714285,0.6854029329609771,0.4383403380534146,0,0,-1,7,1,verb,23612,1,23612,7143812,862456,noun,verb,1
发,痒,发痒,0.4285714285714285,1.0,0.4285714285714285,0.8563058184116776,0.5755401537515313,0,0,-1,1,1,verb,18846,1,18846,7143812,170717,noun,verb,0
发,麻,发麻,0.4285714285714285,1.0,0.4754545454545454,0.7173179566639366,0.5090946789220098,0,0,-1,1,1,verb,25470,1,25470,7143812,458163,noun,verb,0
发,笑,发笑,0.5294117647058824,1.0,0.5294117647058824,0.7812956850090502,0.4825601950434525,0,0,-1,2,1,verb,26669,1,26669,7143812,7352124,noun,verb,1
发,带,发带,0.49,1.0,0.7822413793103448,0.5684919652251876,0.3124456088158172,0,0,-1,1,4,noun,10285,4,10285,7143812,8410064,noun,noun,0
发,运,发运,0.84,1.0,0.84,0.5748353330693328,0.4934481028816972,0,0,-1,1,1,verb,-1,1,-1,7143812,1826479,noun,verb,1
发,愣,发愣,0.5384615384615384,1.0,0.5384615384615384,0.727811295326058,0.5066851816010882,0,0,-1,3,1,verb,16171,1,16171,7143812,177612,noun,adj,1
发,酸,发酸,0.4639999999999999,1.0,0.5384615384615384,0.7107702224342193,0.4394873694215446,0,0,述宾,3,4,verb,13966,4,13966,7143812,808391,noun,adj,1
发,妻,发妻,0.2633333333333333,1.0,0.2633333333333333,0.8301228433043768,0.3932282972430176,0,0,-1,1,4,noun,3824,4,3824,7143812,307557,noun,noun,1
发,颤,发颤,0.6923076923076923,1.0,0.6923076923076923,0.8185859396949129,0.5754688446287746,0,0,-1,1,1,verb,10394,1,10394,7143812,154708,noun,verb,0
发,慌,发慌,0.5384615384615384,1.0,0.5384615384615384,0.7833273570008906,0.5160096905710961,0,0,-1,3,1,verb,14721,1,14721,7143812,214455,noun,verb,1
发,还,发还,0.8,1.0,0.8181818181818182,0.5070833681473093,0.4226420524985058,0,0,-1,3,1,verb,16045,1,16045,7143812,37384723,noun,adv,1
发,糕,发糕,0.3333333333333333,1.0,0.3333333333333333,0.8003978608805402,0.5050541360558216,0,0,-1,1,1,noun,2406,1,2406,7143812,116430,noun,noun,1
发,奋,发奋,0.5294117647058824,1.0,0.7142857142857143,0.6604597197650349,0.4203217597493357,0,0,-1,2,1,verb,16303,1,16303,7143812,37527,noun,verb,1
发,晕,发晕,0.4285714285714285,1.0,0.4285714285714285,0.6739023924040444,0.4502509862454847,0,0,-1,2,1,verb,8181,1,8181,7143812,650380,noun,verb,0
发,令,发令,0.5555555555555556,1.0,0.5555555555555556,0.5909364638513361,0.3780314847110224,0,0,-1,1,1,verb,8357,1,8357,7143812,2339519,noun,noun,1
发,单,发单,0.2633333333333333,1.0,0.3495440729483282,0.5022125272681605,0.5293230223494004,0,0,-1,1,2,noun,4170,2,4170,7143812,5175593,noun,noun,0
发,怵,发怵,0.5384615384615384,1.0,0.5384615384615384,0.8299883511492905,0.4914957456712573,0,0,-1,1,1,verb,4871,1,4871,7143812,10261,noun,verb,0
发,昏,发昏,0.4285714285714285,1.0,0.4285714285714285,0.7508744725258075,0.5294957285170857,0,0,-1,1,1,verb,6042,1,6042,7143812,115485,noun,adj,1
发,急,发急,0.3142857142857143,1.0,0.5384615384615384,0.4872554063092218,0.324618034790435,0,1,-1,1,1,adj,4494,1,4494,7143812,1407521,noun,adj,1
发,困,发困,0.394,1.0,0.625,0.7763478741743507,0.5275691677967606,0,0,-1,2,2,verb,2292,2,2292,7143812,1238238,noun,verb,1
发,走,发走,1.0,0.5555555555555556,0.8181818181818182,0.4169946966589443,0.4794404156628227,1,1,-1,1,1,verb,-1,1,-1,7143812,10925488,noun,verb,0
发,憷,发憷,0.5384615384615384,1.0,0.5384615384615384,0.6867468630081511,0.3782325052892814,0,0,-1,1,1,verb,890,1,890,7143812,16404,noun,verb,1
发,蔫,发蔫,0.73,1.0,0.52,0.8127201614940525,0.5087780890343162,0,0,述宾,2,4,verb,673,4,673,7143812,16351,noun,verb,1
发,痴,发痴,0.4285714285714285,1.0,0.5384615384615384,0.6991697321031995,0.4651287761881627,0,0,-1,1,1,verb,-1,1,-1,7143812,264754,noun,verb,1
发,木,发木,0.4285714285714285,1.0,0.4285714285714285,0.516660777632984,0.3372471804407647,0,0,-1,1,1,verb,-1,1,-1,7143812,2844320,noun,noun,0
叔,父,叔父,1.0,0.975,0.975,0.4688019141052302,0.7000653305948554,1,1,-1,2,5,noun,22480,5,22480,544436,501892,noun,noun,1
叔,祖,叔祖,1.0,0.975,0.975,0.5021073598101233,0.7590733958271758,1,0,-1,2,5,noun,6848,5,6848,544436,310595,noun,noun,1
取,得,取得,0.3513513513513513,1.0,0.5151515151515151,0.5072969924428967,0.5031453792337091,0,0,-1,8,1,verb,3749367,1,3749367,2138471,22420955,verb,verb,1
取,消,取消,0.5151515151515151,1.0,0.6363636363636364,0.509701772598897,0.5191137297594399,0,0,-1,13,1,verb,1035993,1,1035993,2138471,383567,verb,verb,1
取,代,取代,0.6363636363636364,1.0,0.6363636363636364,0.5003811186955369,0.4307136518400255,0,0,-1,6,1,verb,376244,1,376244,2138471,2517147,verb,verb,1
取,出,取出,0.73,1.0,0.6129032258064516,0.4446786878354802,0.5908552789954588,0,1,-1,4,4,verb,334634,4,334634,2138471,23324245,verb,verb,0
取,胜,取胜,0.3513513513513513,1.0,0.4871794871794871,0.7240093535903054,0.5546516194387251,0,0,-1,2,1,verb,246686,1,246686,2138471,2051530,verb,noun,1
取,舍,取舍,1.0,0.4736842105263157,0.6666666666666666,0.5692558541489057,0.417727504813745,1,0,-1,2,1,verb,67955,1,67955,2138471,561905,verb,verb,1
取,笑,取笑,0.5,1.0,0.5,0.7327686746961031,0.4846914594639896,0,0,-1,2,1,verb,36438,1,36438,2138471,7352124,verb,verb,1
取,回,取回,1.0,0.5151515151515151,0.6129032258064516,0.4845576231364917,0.6525325200008384,1,1,-1,1,1,verb,32415,1,32415,2138471,6341453,verb,verb,0
取,悦,取悦,0.5428571428571428,1.0,0.5428571428571428,0.5549622793233701,0.2464938754423496,0,0,-1,3,1,verb,59388,1,59388,2138471,286949,verb,verb,1
取,来,取来,1.0,0.6521739130434783,0.73,0.507237150250723,0.5491730192505804,1,0,-1,1,1,verb,-1,1,-1,2138471,37970033,verb,verb,0
受,到,受到,1.0,0.3333333333333333,0.3488372093023256,0.2713453191438129,0.5953241201173739,1,1,-1,3,1,verb,3411560,1,3411560,5687973,50645570,verb,adj,0
受,伤,受伤,0.4444444444444444,1.0,0.4666666666666667,0.6594052522708482,0.6183560969717317,0,0,-1,6,1,verb,1335233,1,1335233,5687973,3129697,verb,noun,1
受,理,受理,0.375,1.0,0.375,0.563511973903404,0.3516100044365349,0,0,连谓,1,1,verb,363028,1,363028,5687973,1336681,verb,verb,1
受,领,受领,1.0,0.75,0.75,0.5209974752478392,0.4430441057480258,1,0,-1,3,1,verb,-1,1,-1,5687973,1607298,verb,classifier,0
受,病,受病,0.4838709677419355,1.0,0.4838709677419355,0.5273776445607227,0.493972921184781,0,0,-1,3,1,verb,-1,1,-1,5687973,2893603,verb,noun,1
变,得,变得,1.0,0.5,0.6,0.4456365052162276,0.6494116919803681,1,1,-1,4,1,verb,1590508,1,1590508,3496479,22420955,verb,verb,0
变,身,变身,1.0,0.2499999999999999,0.3299999999999999,0.4684384997676076,0.546640054921788,1,1,-1,1,1,verb,138085,1,138085,3496479,5878144,verb,noun,0
变,更,变更,1.0,0.3103448275862069,0.3103448275862069,0.4413524111787746,0.4121030729157143,1,1,-1,6,1,verb,346745,1,346745,3496479,14182556,verb,adv,1
变,革,变革,1.0,0.4285714285714285,0.4285714285714285,0.5464265627688708,0.3491420150976279,1,0,-1,4,1,verb,329825,1,329825,3496479,155035,verb,verb,1
变,换,变换,0.4285714285714285,1.0,0.4285714285714285,0.4015941819599044,0.571616397907889,0,1,-1,5,1,verb,158157,1,158157,3496479,3211325,verb,verb,1
变,异,变异,1.0,0.3333333333333333,0.3333333333333333,0.5222270530471739,0.5147409845015313,1,0,-1,6,6,noun,163112,6,163112,3496479,548855,verb,adj,1
变,幻,变幻,1.0,0.3333333333333333,0.3333333333333333,0.5290303653478575,0.5521968278406006,1,0,-1,3,1,verb,57767,1,57767,3496479,247119,verb,adj,1
变,卖,变卖,0.3939393939393939,1.0,0.3939393939393939,0.6250029173486811,0.2952598601546292,0,0,-1,1,1,verb,39861,1,39861,3496479,3193070,verb,verb,1
变,易,变易,1.0,0.3846153846153846,1.0,0.5063187767853357,0.4532617807506346,1,0,-1,1,1,verb,4974,1,4974,3496479,2266236,verb,adj,1
变,星,变星,0.3333333333333333,1.0,0.3566666666666667,0.5958756112336541,0.5010580310634749,0,0,-1,2,1,noun,1134,1,1134,3496479,2177002,verb,noun,1
叙,事,叙事,1.0,0.4871794871794871,0.4871794871794871,0.4046766773519639,0.3077227568990451,1,1,-1,2,1,verb,59189,1,59189,100290,9941650,verb,noun,1
叙,谈,叙谈,0.7142857142857143,1.0,0.7142857142857143,0.4762241745048145,0.6128072298105118,0,1,-1,3,1,verb,1895,1,1895,100290,1744406,verb,verb,1
叛,变,叛变,1.0,0.3488372093023256,0.3488372093023256,0.2749261258255411,0.5189061139311527,1,1,-1,7,1,verb,20213,1,20213,44226,3496479,verb,verb,1
叛,逃,叛逃,1.0,0.4545454545454545,0.4545454545454545,0.4488756863188649,0.5994833085713944,1,1,-1,1,1,verb,11778,1,11778,44226,776543,verb,verb,1
叛,离,叛离,1.0,0.4418604651162791,0.4418604651162791,0.2776996520505189,0.513732811459934,1,1,-1,4,1,verb,2632,1,2632,44226,1951415,verb,verb,1
叠,加,叠加,1.0,0.5,0.5,0.5287199374004131,0.5989121345305308,1,0,-1,2,1,verb,-1,1,-1,287909,5526163,verb,verb,0
叠,好,叠好,1.0,0.320754716981132,0.3333333333333333,0.2831395739395698,0.518183773293568,1,1,-1,1,1,verb,-1,1,-1,287909,41528330,verb,adj,0
叠,韵,叠韵,0.2358823529411764,1.0,0.2358823529411764,0.5763222382051807,0.4873121034455429,0,0,-1,1,2,noun,1368,2,1368,287909,228470,verb,noun,1
口,袋,口袋,0.7663333333333333,1.0,0.3143560371517028,0.6151807847996748,0.5444022515373373,0,0,01,4,7,noun,283402,7,283402,4395540,630196,noun,noun,1
口,服,口服,0.2142105263157894,1.0,0.2633333333333333,0.5903517510909064,0.4391951449643352,0,0,状中,4,4,verb,190907,4,190907,4395540,2500775,noun,classifier,1
口,子,口子,1.0,0.33,0.7568709677419354,0.3769174948668618,0.5373184439424978,1,1,后缀,3,3,noun,68274,3,68274,4395540,4674640,noun,noun,1
口,渴,口渴,0.2142105263157894,1.0,0.2142105263157894,0.8055196113119837,0.5903875950650415,0,0,-1,2,1,verb,41006,1,41006,4395540,104585,noun,verb,0
口,琴,口琴,0.2358823529411764,1.0,0.2358823529411764,0.7443774641666053,0.54445252952121,0,0,-1,2,1,noun,12569,1,12569,4395540,459858,noun,noun,1
口,译,口译,0.2016981132075471,1.0,0.2016981132075471,0.6734244873010455,0.4018514679363759,0,0,-1,1,1,verb,13437,1,13437,4395540,215556,noun,verb,1
口,风,口风,0.2633333333333333,1.0,0.3083333333333333,0.498145371695909,0.3536649723720588,0,1,-1,1,1,noun,16088,1,16088,4395540,3000084,noun,noun,1
口,蘑,口蘑,0.3402413793103448,1.0,0.3402413793103448,0.7560356358746991,0.4665151783844471,0,0,-1,1,2,noun,4805,2,4805,4395540,8251,noun,noun,1
口,疮,口疮,0.2633333333333333,1.0,0.9705454545454544,0.7701846677897528,0.5735477418321919,0,0,-1,4,1,noun,4910,1,4910,4395540,46295,noun,noun,1
口,杯,口杯,0.3143560371517027,1.0,0.3143560371517027,0.5865674905754916,0.5387028844319492,0,0,-1,1,3,noun,-1,3,-1,4395540,2603357,noun,classifier,1
口,传,口传,0.205,1.0,0.2765361990950226,0.6355570051101788,0.5195732771448478,0,0,-1,1,1,verb,6275,1,6275,4395540,1980953,noun,verb,1
口,炎,口炎,0.2633333333333333,1.0,0.2633333333333333,0.6724137663381533,0.4134816085896291,0,0,-1,1,2,noun,-1,2,-1,4395540,443669,noun,noun,0
古,代,古代,1.0,0.73,0.3299999999999999,0.4404247585930086,0.5005462055105674,1,1,-1,3,3,noun,459108,3,459108,1189784,2517147,adj,verb,1
古,怪,古怪,0.5,1.0,0.5,0.4193797802276649,0.5921729102362925,0,1,-1,5,2,adj,119804,2,119804,1189784,1234837,adj,adj,1
古,老,古老,1.0,0.73,1.0,0.3959625691185505,0.6004869981078794,1,1,-1,2,2,adj,261486,2,261486,1189784,6717974,adj,adv,1
古,朴,古朴,0.4285714285714285,1.0,0.4285714285714285,0.4010228241039965,0.5363188857142065,0,1,-1,2,1,adj,52296,1,52296,1189784,127180,adj,adj,1
古,筝,古筝,0.4369230769230768,1.0,0.4369230769230768,0.6611987976674022,0.5619335928306596,0,0,-1,1,2,noun,30335,2,30335,1189784,15793,adj,noun,1
古,琴,古琴,0.4069230769230768,1.0,0.4069230769230768,0.6575461688486275,0.6885407949317138,0,0,-1,1,1,noun,25489,1,25489,1189784,459858,adj,noun,1
古,板,古板,0.4285714285714285,1.0,0.4789333333333333,0.3759209774675854,0.3084661980888269,0,1,-1,14,1,adj,12877,1,12877,1189784,1724545,adj,noun,1
古,远,古远,1.0,0.73,0.73,0.3990334323440322,0.5503012650143737,1,1,-1,1,2,adj,1921,2,1921,1189784,3061803,adj,adj,1
句,子,句子,1.0,0.506,0.506,0.3037355112178604,0.528677156683407,1,1,-1,1,1,noun,145070,1,145070,3688439,4674640,classifier,noun,1
另,外,另外,1.0,0.5,0.5,0.43845963326425,0.8261991036448224,1,1,联合,9,2,adv,3407133,2,3407133,3363879,8587903,adj,adj,1
另,行,另行,1.0,0.36,0.36,0.4245893847625094,0.4651151705588345,1,1,-1,1,1,adv,75222,1,75222,3363879,5478924,adj,adj,1
另,册,另册,0.2727272727272727,1.0,0.2727272727272727,0.5483791914815872,0.2762626956841016,0,0,-1,1,1,noun,1513,1,1513,3363879,388480,adj,classifier,1
叩,头,叩头,1.0,0.2592592592592592,0.2592592592592592,0.3492226664779878,0.6480498821226399,1,1,-1,2,1,verb,17453,1,17453,124647,5670592,verb,adj,1
叩,拜,叩拜,1.0,0.73,0.73,0.4995921022319246,0.7544163430118045,1,1,-1,1,1,verb,5799,1,5799,124647,586084,verb,verb,1
叩,首,叩首,1.0,0.2592592592592592,0.2592592592592592,0.2635514130154653,0.5793701000105435,1,1,-1,1,1,verb,6438,1,6438,124647,3204713,verb,noun,1
叩,问,叩问,0.5121951219512195,1.0,0.5121951219512195,0.4489742034141742,0.3994083129999551,0,1,-1,1,1,verb,3302,1,3302,124647,6740338,verb,verb,0
只,是,只是,1.0,0.73,0.5966666666666667,0.4683408494217065,0.7922972358215205,1,1,00,9,3,adv,7002717,3,7002717,12513893,171296602,classifier,adj,1
只,有,只有,1.0,0.73,0.73,0.4852993495221416,0.7864230501627272,1,1,-1,3,3,adv,7327973,3,7327973,12513893,94271573,classifier,verb,1
只,要,只要,0.73,1.0,0.73,0.4981483098500127,0.724490704500153,0,1,-1,4,1,conj,4142480,1,4142480,12513893,50753034,classifier,conj,1
只,会,只会,0.73,1.0,0.73,0.5947823385772679,0.721215398908433,0,0,-1,1,1,aux,-1,1,-1,12513893,40026863,classifier,verb,0
只,见,只见,0.2453846153846154,1.0,0.73,0.630229358485999,0.6324258017421475,0,0,-1,1,2,verb,-1,2,-1,12513893,8490843,classifier,stru,0
只,得,只得,0.73,1.0,0.73,0.483927967804477,0.5292078574122409,0,1,-1,1,1,aux,268109,1,268109,12513893,22420955,classifier,verb,1
只,消,只消,1.0,0.2545283018867924,0.2857142857142857,0.4083248774199319,0.4751737940927267,1,1,-1,1,1,adv,11421,1,11421,12513893,383567,classifier,verb,1
叫,道,叫道,1.0,0.8461538461538461,0.8461538461538461,0.7266814600266218,0.6452647811176235,1,0,-1,1,1,verb,-1,1,-1,7079928,13776897,verb,noun,0
叫,停,叫停,0.5555555555555556,1.0,0.6666666666666666,0.4947275338072674,0.3876732710084302,0,1,-1,1,1,verb,-1,1,-1,7079928,2136065,verb,verb,1
叫,出,叫出,1.0,0.5151515151515151,0.7606521739130434,0.5030499375497304,0.5094250626051235,1,0,-1,1,1,verb,-1,1,-1,7079928,23324245,verb,verb,0
叫,骂,叫骂,0.5238095238095238,1.0,0.5238095238095238,0.7065572984399718,0.5850570870580266,0,0,-1,1,1,verb,15506,1,15506,7079928,1086847,verb,verb,1
叫,门,叫门,1.0,0.2666666666666666,0.3295647258338043,0.5194847304716146,0.4984630396580714,1,0,-1,1,1,verb,5272,1,5272,7079928,4739059,verb,noun,1
召,开,召开,0.318235294117647,1.0,0.8,0.4639413734695898,0.4126448171360725,0,1,-1,2,3,verb,2250018,3,2250018,144701,7960803,verb,verb,1
召,唤,召唤,1.0,0.4418604651162791,0.4418604651162791,0.408444043855191,0.5813331370501571,1,1,-1,2,1,verb,229070,1,229070,144701,141280,verb,verb,1
召,见,召见,1.0,0.4594594594594595,0.5294117647058824,0.4451952692910931,0.5998977676119737,1,1,-1,2,1,verb,33534,1,33534,144701,8490843,verb,stru,1
召,募,召募,0.5,1.0,0.5151515151515151,0.4794291295292263,0.5920724170988498,0,1,-1,2,1,verb,2152,1,2152,144701,262448,verb,verb,0
可,能,可能,0.73,1.0,0.73,0.5214217074938108,0.6808701348402513,0,0,00,11,6,adj,10924987,6,10924987,17369621,23909882,verb,noun,1
可,见,可见,0.73,1.0,0.73,0.4598924342790291,0.6283348933747888,0,1,-1,6,3,adv,838172,3,838172,17369621,8490843,verb,stru,1
可,惜,可惜,0.5966666666666667,1.0,0.4074074074074074,0.3520990707142559,0.5684358233141624,0,1,-1,2,3,noun,1083419,3,1083419,17369621,186897,verb,verb,1
可,怜,可怜,0.7589999999999999,1.0,0.375,0.5117799279567495,0.6147306019800182,0,0,述宾,12,4,adj,790911,4,790911,17369621,102120,verb,verb,1
台,灯,台灯,0.8894736842105262,1.0,0.8894736842105262,0.6762564600597252,0.5880975525502412,0,0,-1,3,2,noun,54846,2,54846,4332149,1010975,noun,noun,1
台,子,台子,1.0,0.82,1.0,0.4349808606017824,0.4687627268707905,1,1,-1,3,5,noun,24822,5,24822,4332149,4674640,noun,noun,1
台,扇,台扇,0.8354736842105263,1.0,0.8354736842105263,0.5521773966075263,0.5080157380419852,0,0,-1,1,4,noun,961,4,961,4332149,377833,noun,verb,1
台,钟,台钟,0.8422906976744186,1.0,1.0,0.5815047147270898,0.4459186160897548,0,0,-1,1,3,noun,606,3,606,4332149,1058252,noun,noun,1
台,钳,台钳,0.96,1.0,0.96,0.6426902084051209,0.5708621124462356,0,0,-1,1,2,noun,294,2,294,4332149,79532,noun,verb,1
台,笔,台笔,0.8063953488372092,1.0,0.8063953488372092,0.5917081720356471,0.5698956638478716,0,0,-1,1,3,noun,308,3,308,4332149,1608287,noun,noun,1
叱,喝,叱喝,0.5238095238095238,1.0,0.5238095238095238,0.2863894514661791,0.6351808165185784,0,1,-1,2,1,verb,5089,1,5089,66360,3881270,verb,verb,1
史,实,史实,1.0,0.73,0.73,0.3934331610585858,0.4169522085599264,1,1,-1,1,2,noun,44842,2,44842,1313694,1742380,noun,adj,1
史,志,史志,0.2633333333333333,1.0,0.3566666666666667,0.501335866215008,0.5078603586531558,0,0,-1,1,5,noun,6979,5,6979,1313694,596795,noun,noun,0
史,事,史事,1.0,0.73,0.73,0.3911212119427409,0.4518658034767967,1,1,-1,1,2,noun,4248,2,4248,1313694,9941650,noun,noun,0
右,手,右手,1.0,0.7975,0.3299999999999999,0.6590268648067181,0.6966457004027438,1,0,-1,2,5,noun,362707,5,362707,1769990,13266506,adj,noun,1
右,侧,右侧,1.0,0.8999999999999999,0.8999999999999999,0.4735014528515242,0.7376287319620252,1,1,-1,3,2,noun,274347,2,274347,1769990,1486856,adj,verb,0
右,方,右方,1.0,0.8999999999999999,0.8999999999999999,0.3909931920399561,0.5428391466729166,1,1,-1,3,2,noun,9139,2,9139,1769990,5144385,adj,noun,0
右,首,右首,1.0,0.3372413793103448,0.5,0.4470197148712582,0.4485562214648612,1,1,-1,2,2,noun,4181,2,4181,1769990,3204713,adj,noun,1
叶,酸,叶酸,0.3481818181818181,1.0,0.4285714285714285,0.6405014550241793,0.3933226512878945,0,0,-1,1,1,noun,36131,1,36131,1070851,808391,noun,adj,0
号,召,号召,0.4736842105263157,1.0,0.4736842105263157,0.6839384106919693,0.3818526440999112,0,0,-1,4,1,verb,362591,1,362591,7363824,144701,noun,verb,1
号,令,号令,0.4754545454545454,1.0,0.7143478260869565,0.5919793814633717,0.413917067494602,0,0,述宾,3,2,noun,42917,2,42917,7363824,2339519,noun,noun,1
号,角,号角,1.0,0.5744444444444444,0.5744444444444444,0.5140226658601414,0.2826448599925896,1,0,-1,3,6,noun,49969,6,49969,7363824,837816,noun,noun,1
号,筒,号筒,1.0,0.4074074074074074,0.4074074074074074,0.6297173854281237,0.2789767427376154,1,0,-1,1,1,noun,374,1,374,7363824,295683,noun,noun,1
司,徒,司徒,1.0,0.5,0.5,0.3936789414623488,0.5785159921216741,1,1,-1,1,1,noun,41229,1,41229,534563,237765,noun,noun,1
司,职,司职,1.0,0.2358823529411764,0.3097182662538699,0.5919007992552944,0.3438549900337814,1,0,-1,1,1,verb,-1,1,-1,534563,757269,noun,noun,1
